     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -26.93739     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.81339     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.68839     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.56339     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.43939     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.31439     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.18939     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -26.06539     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.94039     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.81539     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.69139     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.56639     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.44139     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.31739     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.19239     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -25.06739     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00002
   -24.94239     0.00002     0.00001     0.00000     0.00001     0.00001     0.00000     0.00001     0.00000     0.00001     0.00006
   -24.81839     0.00004     0.00001     0.00000     0.00003     0.00001     0.00000     0.00001     0.00000     0.00002     0.00012
   -24.69339     0.00005     0.00002     0.00000     0.00004     0.00001     0.00000     0.00002     0.00000     0.00003     0.00018
   -24.56839     0.00007     0.00002     0.00000     0.00005     0.00002     0.00000     0.00002     0.00000     0.00004     0.00023
   -24.44439     0.00009     0.00003     0.00000     0.00006     0.00002     0.00000     0.00002     0.00000     0.00005     0.00027
   -24.31939     0.00011     0.00003     0.00000     0.00007     0.00002     0.00000     0.00002     0.00000     0.00005     0.00030
   -24.19439     0.00013     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00033
   -24.07039     0.00015     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00036
   -23.94539     0.00019     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00040
   -23.82039     0.00021     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00043
   -23.69639     0.00022     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00043
   -23.57139     0.00022     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00044
   -23.44639     0.00022     0.00003     0.00000     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00044
   -23.32239     0.00025     0.00003     0.00001     0.00008     0.00002     0.00000     0.00003     0.00000     0.00006     0.00047
   -23.19739     0.00040     0.00004     0.00003     0.00008     0.00002     0.00001     0.00004     0.00000     0.00006     0.00066
   -23.07239     0.00082     0.00006     0.00008     0.00009     0.00002     0.00003     0.00006     0.00000     0.00006     0.00120
   -22.94739     0.00146     0.00008     0.00016     0.00009     0.00002     0.00006     0.00010     0.00000     0.00006     0.00204
   -22.82339     0.00201     0.00011     0.00024     0.00009     0.00002     0.00008     0.00013     0.00000     0.00007     0.00274
   -22.69839     0.00226     0.00012     0.00027     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00306
   -22.57339     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00314
   -22.44939     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -22.32439     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -22.19939     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -22.07539     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.95039     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.82539     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.70139     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.57639     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.45139     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.32639     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.20239     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -21.07739     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -20.95239     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -20.82839     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -20.70339     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
   -20.57839     0.00232     0.00012     0.00028     0.00010     0.00002     0.00009     0.00015     0.00000     0.00007     0.00315
